시행일자,부위,외기조건,용도,지역,열관류율
20020831,바닥난방이 아닌 층간바닥,외기 간접,공동주택 외,제주도,1.16
20010117,외벽,외기 직접,공동주택,중부1,0.47
20010117,외벽,외기 간접,공동주택,중부1,0.64
20010117,외벽,외기 직접,공동주택 외,중부1,0.47
20010117,외벽,외기 간접,공동주택 외,중부1,0.64
20010117,최상층 지붕,외기 직접,공동주택,중부1,0.29
20010117,최상층 지붕,외기 간접,공동주택,중부1,0.41
20010117,최상층 지붕,외기 직접,공동주택 외,중부1,0.29
20010117,최상층 지붕,외기 간접,공동주택 외,중부1,0.41
20010117,바닥난방인 최하층 바닥,외기 직접,공동주택,중부1,0.35
20010117,바닥난방이 아닌 최하층 바닥,외기 직접,공동주택,중부1,0.41
20010117,바닥난방인 최하층 바닥,외기 간접,공동주택,중부1,0.52
20010117,바닥난방이 아닌 최하층 바닥,외기 간접,공동주택,중부1,0.58
20010117,바닥난방인 최하층 바닥,외기 직접,공동주택 외,중부1,0.35
20010117,바닥난방이 아닌 최하층 바닥,외기 직접,공동주택 외,중부1,0.41
20010117,바닥난방인 최하층 바닥,외기 간접,공동주택 외,중부1,0.52
20010117,바닥난방이 아닌 최하층 바닥,외기 간접,공동주택 외,중부1,0.58
20010117,바닥난방인 층간바닥,외기 직접,공동주택,중부1,0.81
20010117,바닥난방인 층간바닥,외기 직접,공동주택 외,중부1,0.81
20010117,바닥난방인 층간바닥,외기 간접,공동주택,중부1,0.81
20010117,바닥난방인 층간바닥,외기 간접,공동주택 외,중부1,0.81
20010117,바닥난방이 아닌 층간바닥,외기 직접,공동주택,중부1,1.16
20010117,바닥난방이 아닌 층간바닥,외기 직접,공동주택 외,중부1,1.16
20010117,바닥난방이 아닌 층간바닥,외기 간접,공동주택,중부1,1.16
20010117,바닥난방이 아닌 층간바닥,외기 간접,공동주택 외,중부1,1.16
20010117,외벽,외기 직접,공동주택,중부2,0.47
20010117,외벽,외기 간접,공동주택,중부2,0.64
20010117,외벽,외기 직접,공동주택 외,중부2,0.47
20010117,외벽,외기 간접,공동주택 외,중부2,0.64
20010117,최상층 지붕,외기 직접,공동주택,중부2,0.29
20010117,최상층 지붕,외기 간접,공동주택,중부2,0.41
20010117,최상층 지붕,외기 직접,공동주택 외,중부2,0.29
20010117,최상층 지붕,외기 간접,공동주택 외,중부2,0.41
20010117,바닥난방인 최하층 바닥,외기 직접,공동주택,중부2,0.35
20010117,바닥난방이 아닌 최하층 바닥,외기 직접,공동주택,중부2,0.41
20010117,바닥난방인 최하층 바닥,외기 간접,공동주택,중부2,0.52
20010117,바닥난방이 아닌 최하층 바닥,외기 간접,공동주택,중부2,0.58
20010117,바닥난방인 최하층 바닥,외기 직접,공동주택 외,중부2,0.35
20010117,바닥난방이 아닌 최하층 바닥,외기 직접,공동주택 외,중부2,0.41
20010117,바닥난방인 최하층 바닥,외기 간접,공동주택 외,중부2,0.52
20010117,바닥난방이 아닌 최하층 바닥,외기 간접,공동주택 외,중부2,0.58
20010117,바닥난방인 층간바닥,외기 직접,공동주택,중부2,0.81
20010117,바닥난방인 층간바닥,외기 직접,공동주택 외,중부2,0.81
20010117,바닥난방인 층간바닥,외기 간접,공동주택,중부2,0.81
20010117,바닥난방인 층간바닥,외기 간접,공동주택 외,중부2,0.81
20010117,바닥난방이 아닌 층간바닥,외기 직접,공동주택,중부2,1.16
20010117,바닥난방이 아닌 층간바닥,외기 직접,공동주택 외,중부2,1.16
20010117,바닥난방이 아닌 층간바닥,외기 간접,공동주택,중부2,1.16
20010117,바닥난방이 아닌 층간바닥,외기 간접,공동주택 외,중부2,1.16
20010117,외벽,외기 직접,공동주택,남부,0.58
20010117,외벽,외기 간접,공동주택,남부,0.81
20010117,외벽,외기 직접,공동주택 외,남부,0.58
20010117,외벽,외기 간접,공동주택 외,남부,0.81
20010117,최상층 지붕,외기 직접,공동주택,남부,0.35
20010117,최상층 지붕,외기 간접,공동주택,남부,0.52
20010117,최상층 지붕,외기 직접,공동주택 외,남부,0.35
20010117,최상층 지붕,외기 간접,공동주택 외,남부,0.52
20010117,바닥난방인 최하층 바닥,외기 직접,공동주택,남부,0.41
20010117,바닥난방이 아닌 최하층 바닥,외기 직접,공동주택,남부,0.47
20010117,바닥난방인 최하층 바닥,외기 간접,공동주택,남부,0.58
20010117,바닥난방이 아닌 최하층 바닥,외기 간접,공동주택,남부,0.64
20010117,바닥난방인 최하층 바닥,외기 직접,공동주택 외,남부,0.41
20010117,바닥난방이 아닌 최하층 바닥,외기 직접,공동주택 외,남부,0.47
20010117,바닥난방인 최하층 바닥,외기 간접,공동주택 외,남부,0.58
20010117,바닥난방이 아닌 최하층 바닥,외기 간접,공동주택 외,남부,0.64
20010117,바닥난방인 층간바닥,외기 직접,공동주택,남부,0.81
20010117,바닥난방인 층간바닥,외기 직접,공동주택 외,남부,0.81
20010117,바닥난방인 층간바닥,외기 간접,공동주택,남부,0.81
20010117,바닥난방인 층간바닥,외기 간접,공동주택 외,남부,0.81
20010117,바닥난방이 아닌 층간바닥,외기 직접,공동주택,남부,1.16
20010117,바닥난방이 아닌 층간바닥,외기 직접,공동주택 외,남부,1.16
20010117,바닥난방이 아닌 층간바닥,외기 간접,공동주택,남부,1.16
20010117,바닥난방이 아닌 층간바닥,외기 간접,공동주택 외,남부,1.16
20010117,외벽,외기 직접,공동주택,제주도,0.76
20010117,외벽,외기 간접,공동주택,제주도,1.1
20010117,외벽,외기 직접,공동주택 외,제주도,0.76
20010117,외벽,외기 간접,공동주택 외,제주도,1.1
20010117,최상층 지붕,외기 직접,공동주택,제주도,0.41
20010117,최상층 지붕,외기 간접,공동주택,제주도,0.58
20010117,최상층 지붕,외기 직접,공동주택 외,제주도,0.41
20010117,최상층 지붕,외기 간접,공동주택 외,제주도,0.58
20010117,바닥난방인 최하층 바닥,외기 직접,공동주택,제주도,0.47
20010117,바닥난방이 아닌 최하층 바닥,외기 직접,공동주택,제주도,0.52
20010117,바닥난방인 최하층 바닥,외기 간접,공동주택,제주도,0.64
20010117,바닥난방이 아닌 최하층 바닥,외기 간접,공동주택,제주도,0.76
20010117,바닥난방인 최하층 바닥,외기 직접,공동주택 외,제주도,0.47
20010117,바닥난방이 아닌 최하층 바닥,외기 직접,공동주택 외,제주도,0.52
20010117,바닥난방인 최하층 바닥,외기 간접,공동주택 외,제주도,0.64
20010117,바닥난방이 아닌 최하층 바닥,외기 간접,공동주택 외,제주도,0.76
20010117,바닥난방인 층간바닥,외기 직접,공동주택,제주도,0.81
20010117,바닥난방인 층간바닥,외기 직접,공동주택 외,제주도,0.81
20010117,바닥난방인 층간바닥,외기 간접,공동주택,제주도,0.81
20010117,바닥난방인 층간바닥,외기 간접,공동주택 외,제주도,0.81
20010117,바닥난방이 아닌 층간바닥,외기 직접,공동주택,제주도,1.16
20010117,바닥난방이 아닌 층간바닥,외기 직접,공동주택 외,제주도,1.16
20010117,바닥난방이 아닌 층간바닥,외기 간접,공동주택,제주도,1.16
20010117,바닥난방이 아닌 층간바닥,외기 간접,공동주택 외,제주도,1.16
19960209,외벽,외기 직접,공동주택,중부1,0.58
19960209,외벽,외기 간접,공동주택,중부1,0.58
19960209,외벽,외기 직접,공동주택 외,중부1,0.58
19960209,외벽,외기 간접,공동주택 외,중부1,0.58
19960209,최상층 지붕,외기 직접,공동주택,중부1,0.41
19960209,최상층 지붕,외기 간접,공동주택,중부1,0.41
19960209,최상층 지붕,외기 직접,공동주택 외,중부1,0.41
19960209,최상층 지붕,외기 간접,공동주택 외,중부1,0.41
19960209,바닥난방인 최하층 바닥,외기 직접,공동주택,중부1,0.58
19960209,바닥난방이 아닌 최하층 바닥,외기 직접,공동주택,중부1,0.58
19960209,바닥난방인 최하층 바닥,외기 간접,공동주택,중부1,0.58
19960209,바닥난방이 아닌 최하층 바닥,외기 간접,공동주택,중부1,0.58
19960209,바닥난방인 최하층 바닥,외기 직접,공동주택 외,중부1,0.58
19960209,바닥난방이 아닌 최하층 바닥,외기 직접,공동주택 외,중부1,0.58
19960209,바닥난방인 최하층 바닥,외기 간접,공동주택 외,중부1,0.58
19960209,바닥난방이 아닌 최하층 바닥,외기 간접,공동주택 외,중부1,0.58
19960209,바닥난방인 층간바닥,외기 직접,공동주택,중부1,0.58
19960209,바닥난방인 층간바닥,외기 직접,공동주택 외,중부1,0.58
19960209,바닥난방인 층간바닥,외기 간접,공동주택,중부1,0.58
19960209,바닥난방인 층간바닥,외기 간접,공동주택 외,중부1,0.58
19960209,바닥난방이 아닌 층간바닥,외기 직접,공동주택,중부1,0.58
19960209,바닥난방이 아닌 층간바닥,외기 직접,공동주택 외,중부1,0.58
19960209,바닥난방이 아닌 층간바닥,외기 간접,공동주택,중부1,0.58
19960209,바닥난방이 아닌 층간바닥,외기 간접,공동주택 외,중부1,0.58
19960209,외벽,외기 직접,공동주택,중부2,0.58
19960209,외벽,외기 간접,공동주택,중부2,0.58
19960209,외벽,외기 직접,공동주택 외,중부2,0.58
19960209,외벽,외기 간접,공동주택 외,중부2,0.58
19960209,최상층 지붕,외기 직접,공동주택,중부2,0.41
19960209,최상층 지붕,외기 간접,공동주택,중부2,0.41
19960209,최상층 지붕,외기 직접,공동주택 외,중부2,0.41
19960209,최상층 지붕,외기 간접,공동주택 외,중부2,0.41
19960209,바닥난방인 최하층 바닥,외기 직접,공동주택,중부2,0.58
19960209,바닥난방이 아닌 최하층 바닥,외기 직접,공동주택,중부2,0.58
19960209,바닥난방인 최하층 바닥,외기 간접,공동주택,중부2,0.58
19960209,바닥난방이 아닌 최하층 바닥,외기 간접,공동주택,중부2,0.58
19960209,바닥난방인 최하층 바닥,외기 직접,공동주택 외,중부2,0.58
19960209,바닥난방이 아닌 최하층 바닥,외기 직접,공동주택 외,중부2,0.58
19960209,바닥난방인 최하층 바닥,외기 간접,공동주택 외,중부2,0.58
19960209,바닥난방이 아닌 최하층 바닥,외기 간접,공동주택 외,중부2,0.58
19960209,바닥난방인 층간바닥,외기 직접,공동주택,중부2,0.58
19960209,바닥난방인 층간바닥,외기 직접,공동주택 외,중부2,0.58
19960209,바닥난방인 층간바닥,외기 간접,공동주택,중부2,0.58
19960209,바닥난방인 층간바닥,외기 간접,공동주택 외,중부2,0.58
19960209,바닥난방이 아닌 층간바닥,외기 직접,공동주택,중부2,0.58
19960209,바닥난방이 아닌 층간바닥,외기 직접,공동주택 외,중부2,0.58
19960209,바닥난방이 아닌 층간바닥,외기 간접,공동주택,중부2,0.58
19960209,바닥난방이 아닌 층간바닥,외기 간접,공동주택 외,중부2,0.58
19960209,외벽,외기 직접,공동주택,남부,0.76
19960209,외벽,외기 간접,공동주택,남부,0.76
19960209,외벽,외기 직접,공동주택 외,남부,0.76
19960209,외벽,외기 간접,공동주택 외,남부,0.76
19960209,최상층 지붕,외기 직접,공동주택,남부,0.52
19960209,최상층 지붕,외기 간접,공동주택,남부,0.52
19960209,최상층 지붕,외기 직접,공동주택 외,남부,0.52
19960209,최상층 지붕,외기 간접,공동주택 외,남부,0.52
19960209,바닥난방인 최하층 바닥,외기 직접,공동주택,남부,0.76
19960209,바닥난방이 아닌 최하층 바닥,외기 직접,공동주택,남부,0.76
19960209,바닥난방인 최하층 바닥,외기 간접,공동주택,남부,0.76
19960209,바닥난방이 아닌 최하층 바닥,외기 간접,공동주택,남부,0.76
19960209,바닥난방인 최하층 바닥,외기 직접,공동주택 외,남부,0.76
19960209,바닥난방이 아닌 최하층 바닥,외기 직접,공동주택 외,남부,0.76
19960209,바닥난방인 최하층 바닥,외기 간접,공동주택 외,남부,0.76
19960209,바닥난방이 아닌 최하층 바닥,외기 간접,공동주택 외,남부,0.76
19960209,바닥난방인 층간바닥,외기 직접,공동주택,남부,0.76
19960209,바닥난방인 층간바닥,외기 직접,공동주택 외,남부,0.76
19960209,바닥난방인 층간바닥,외기 간접,공동주택,남부,0.76
19960209,바닥난방인 층간바닥,외기 간접,공동주택 외,남부,0.76
19960209,바닥난방이 아닌 층간바닥,외기 직접,공동주택,남부,0.76
19960209,바닥난방이 아닌 층간바닥,외기 직접,공동주택 외,남부,0.76
19960209,바닥난방이 아닌 층간바닥,외기 간접,공동주택,남부,0.76
19960209,바닥난방이 아닌 층간바닥,외기 간접,공동주택 외,남부,0.76
19960209,외벽,외기 직접,공동주택,제주도,1.16
19960209,외벽,외기 간접,공동주택,제주도,1.16
19960209,외벽,외기 직접,공동주택 외,제주도,1.16
19960209,외벽,외기 간접,공동주택 외,제주도,1.16
19960209,최상층 지붕,외기 직접,공동주택,제주도,0.76
19960209,최상층 지붕,외기 간접,공동주택,제주도,0.76
19960209,최상층 지붕,외기 직접,공동주택 외,제주도,0.76
19960209,최상층 지붕,외기 간접,공동주택 외,제주도,0.76
19960209,바닥난방인 최하층 바닥,외기 직접,공동주택,제주도,1.16
19960209,바닥난방이 아닌 최하층 바닥,외기 직접,공동주택,제주도,1.16
19960209,바닥난방인 최하층 바닥,외기 간접,공동주택,제주도,1.16
19960209,바닥난방이 아닌 최하층 바닥,외기 간접,공동주택,제주도,1.16
19960209,바닥난방인 최하층 바닥,외기 직접,공동주택 외,제주도,1.16
19960209,바닥난방이 아닌 최하층 바닥,외기 직접,공동주택 외,제주도,1.16
19960209,바닥난방인 최하층 바닥,외기 간접,공동주택 외,제주도,1.16
19960209,바닥난방이 아닌 최하층 바닥,외기 간접,공동주택 외,제주도,1.16
19960209,바닥난방인 층간바닥,외기 직접,공동주택,제주도,1.16
19960209,바닥난방인 층간바닥,외기 직접,공동주택 외,제주도,1.16
19960209,바닥난방인 층간바닥,외기 간접,공동주택,제주도,1.16
19960209,바닥난방인 층간바닥,외기 간접,공동주택 외,제주도,1.16
19960209,바닥난방이 아닌 층간바닥,외기 직접,공동주택,제주도,1.16
19960209,바닥난방이 아닌 층간바닥,외기 직접,공동주택 외,제주도,1.16
19960209,바닥난방이 아닌 층간바닥,외기 간접,공동주택,제주도,1.16
19960209,바닥난방이 아닌 층간바닥,외기 간접,공동주택 외,제주도,1.16
19920601,외벽,외기 직접,공동주택,중부1,0.58
19920601,외벽,외기 간접,공동주택,중부1,0.58
19920601,외벽,외기 직접,공동주택 외,중부1,0.58
19920601,외벽,외기 간접,공동주택 외,중부1,0.58
19920601,최상층 지붕,외기 직접,공동주택,중부1,0.41
19920601,최상층 지붕,외기 간접,공동주택,중부1,0.41
19920601,최상층 지붕,외기 직접,공동주택 외,중부1,0.41
19920601,최상층 지붕,외기 간접,공동주택 외,중부1,0.41
19920601,바닥난방인 최하층 바닥,외기 직접,공동주택,중부1,0.58
19920601,바닥난방이 아닌 최하층 바닥,외기 직접,공동주택,중부1,0.58
19920601,바닥난방인 최하층 바닥,외기 간접,공동주택,중부1,0.58
19920601,바닥난방이 아닌 최하층 바닥,외기 간접,공동주택,중부1,0.58
19920601,바닥난방인 최하층 바닥,외기 직접,공동주택 외,중부1,0.58
19920601,바닥난방이 아닌 최하층 바닥,외기 직접,공동주택 외,중부1,0.58
19920601,바닥난방인 최하층 바닥,외기 간접,공동주택 외,중부1,0.58
19920601,바닥난방이 아닌 최하층 바닥,외기 간접,공동주택 외,중부1,0.58
19920601,바닥난방인 층간바닥,외기 직접,공동주택,중부1,0.58
19920601,바닥난방인 층간바닥,외기 직접,공동주택 외,중부1,0.58
19920601,바닥난방인 층간바닥,외기 간접,공동주택,중부1,0.58
19920601,바닥난방인 층간바닥,외기 간접,공동주택 외,중부1,0.58
19920601,바닥난방이 아닌 층간바닥,외기 직접,공동주택,중부1,0.58
19920601,바닥난방이 아닌 층간바닥,외기 직접,공동주택 외,중부1,0.58
19920601,바닥난방이 아닌 층간바닥,외기 간접,공동주택,중부1,0.58
19920601,바닥난방이 아닌 층간바닥,외기 간접,공동주택 외,중부1,0.58
19920601,외벽,외기 직접,공동주택,중부2,0.58
19920601,외벽,외기 간접,공동주택,중부2,0.58
19920601,외벽,외기 직접,공동주택 외,중부2,0.58
19920601,외벽,외기 간접,공동주택 외,중부2,0.58
19920601,최상층 지붕,외기 직접,공동주택,중부2,0.41
19920601,최상층 지붕,외기 간접,공동주택,중부2,0.41
19920601,최상층 지붕,외기 직접,공동주택 외,중부2,0.41
19920601,최상층 지붕,외기 간접,공동주택 외,중부2,0.41
19920601,바닥난방인 최하층 바닥,외기 직접,공동주택,중부2,0.58
19920601,바닥난방이 아닌 최하층 바닥,외기 직접,공동주택,중부2,0.58
19920601,바닥난방인 최하층 바닥,외기 간접,공동주택,중부2,0.58
19920601,바닥난방이 아닌 최하층 바닥,외기 간접,공동주택,중부2,0.58
19920601,바닥난방인 최하층 바닥,외기 직접,공동주택 외,중부2,0.58
19920601,바닥난방이 아닌 최하층 바닥,외기 직접,공동주택 외,중부2,0.58
19920601,바닥난방인 최하층 바닥,외기 간접,공동주택 외,중부2,0.58
19920601,바닥난방이 아닌 최하층 바닥,외기 간접,공동주택 외,중부2,0.58
19920601,바닥난방인 층간바닥,외기 직접,공동주택,중부2,0.58
19920601,바닥난방인 층간바닥,외기 직접,공동주택 외,중부2,0.58
19920601,바닥난방인 층간바닥,외기 간접,공동주택,중부2,0.58
19920601,바닥난방인 층간바닥,외기 간접,공동주택 외,중부2,0.58
19920601,바닥난방이 아닌 층간바닥,외기 직접,공동주택,중부2,0.58
19920601,바닥난방이 아닌 층간바닥,외기 직접,공동주택 외,중부2,0.58
19920601,바닥난방이 아닌 층간바닥,외기 간접,공동주택,중부2,0.58
19920601,바닥난방이 아닌 층간바닥,외기 간접,공동주택 외,중부2,0.58
19920601,외벽,외기 직접,공동주택,남부,0.76
19920601,외벽,외기 간접,공동주택,남부,0.76
19920601,외벽,외기 직접,공동주택 외,남부,0.76
19920601,외벽,외기 간접,공동주택 외,남부,0.76
19920601,최상층 지붕,외기 직접,공동주택,남부,0.52
19920601,최상층 지붕,외기 간접,공동주택,남부,0.52
19920601,최상층 지붕,외기 직접,공동주택 외,남부,0.52
19920601,최상층 지붕,외기 간접,공동주택 외,남부,0.52
19920601,바닥난방인 최하층 바닥,외기 직접,공동주택,남부,0.76
19920601,바닥난방이 아닌 최하층 바닥,외기 직접,공동주택,남부,0.76
19920601,바닥난방인 최하층 바닥,외기 간접,공동주택,남부,0.76
19920601,바닥난방이 아닌 최하층 바닥,외기 간접,공동주택,남부,0.76
19920601,바닥난방인 최하층 바닥,외기 직접,공동주택 외,남부,0.76
19920601,바닥난방이 아닌 최하층 바닥,외기 직접,공동주택 외,남부,0.76
19920601,바닥난방인 최하층 바닥,외기 간접,공동주택 외,남부,0.76
19920601,바닥난방이 아닌 최하층 바닥,외기 간접,공동주택 외,남부,0.76
19920601,바닥난방인 층간바닥,외기 직접,공동주택,남부,0.76
19920601,바닥난방인 층간바닥,외기 직접,공동주택 외,남부,0.76
19920601,바닥난방인 층간바닥,외기 간접,공동주택,남부,0.76
19920601,바닥난방인 층간바닥,외기 간접,공동주택 외,남부,0.76
19920601,바닥난방이 아닌 층간바닥,외기 직접,공동주택,남부,0.76
19920601,바닥난방이 아닌 층간바닥,외기 직접,공동주택 외,남부,0.76
19920601,바닥난방이 아닌 층간바닥,외기 간접,공동주택,남부,0.76
19920601,바닥난방이 아닌 층간바닥,외기 간접,공동주택 외,남부,0.76
19920601,외벽,외기 직접,공동주택,제주도,1.16
19920601,외벽,외기 간접,공동주택,제주도,1.16
19920601,외벽,외기 직접,공동주택 외,제주도,1.16
19920601,외벽,외기 간접,공동주택 외,제주도,1.16
19920601,최상층 지붕,외기 직접,공동주택,제주도,0.76
19920601,최상층 지붕,외기 간접,공동주택,제주도,0.76
19920601,최상층 지붕,외기 직접,공동주택 외,제주도,0.76
19920601,최상층 지붕,외기 간접,공동주택 외,제주도,0.76
19920601,바닥난방인 최하층 바닥,외기 직접,공동주택,제주도,1.16
19920601,바닥난방이 아닌 최하층 바닥,외기 직접,공동주택,제주도,1.16
19920601,바닥난방인 최하층 바닥,외기 간접,공동주택,제주도,1.16
19920601,바닥난방이 아닌 최하층 바닥,외기 간접,공동주택,제주도,1.16
19920601,바닥난방인 최하층 바닥,외기 직접,공동주택 외,제주도,1.16
19920601,바닥난방이 아닌 최하층 바닥,외기 직접,공동주택 외,제주도,1.16
19920601,바닥난방인 최하층 바닥,외기 간접,공동주택 외,제주도,1.16
19920601,바닥난방이 아닌 최하층 바닥,외기 간접,공동주택 외,제주도,1.16
19920601,바닥난방인 층간바닥,외기 직접,공동주택,제주도,1.16
19920601,바닥난방인 층간바닥,외기 직접,공동주택 외,제주도,1.16
19920601,바닥난방인 층간바닥,외기 간접,공동주택,제주도,1.16
19920601,바닥난방인 층간바닥,외기 간접,공동주택 외,제주도,1.16
19920601,바닥난방이 아닌 층간바닥,외기 직접,공동주택,제주도,1.16
19920601,바닥난방이 아닌 층간바닥,외기 직접,공동주택 외,제주도,1.16
19920601,바닥난방이 아닌 층간바닥,외기 간접,공동주택,제주도,1.16
19920601,바닥난방이 아닌 층간바닥,외기 간접,공동주택 외,제주도,1.16
19870721,외벽,외기 직접,공동주택,중부1,0.58
19870721,외벽,외기 간접,공동주택,중부1,0.58
19870721,외벽,외기 직접,공동주택 외,중부1,0.58
19870721,외벽,외기 간접,공동주택 외,중부1,0.58
19870721,최상층 지붕,외기 직접,공동주택,중부1,0.41
19870721,최상층 지붕,외기 간접,공동주택,중부1,0.41
19870721,최상층 지붕,외기 직접,공동주택 외,중부1,0.41
19870721,최상층 지붕,외기 간접,공동주택 외,중부1,0.41
19870721,바닥난방인 최하층 바닥,외기 직접,공동주택,중부1,0.58
19870721,바닥난방이 아닌 최하층 바닥,외기 직접,공동주택,중부1,0.58
19870721,바닥난방인 최하층 바닥,외기 간접,공동주택,중부1,0.58
19870721,바닥난방이 아닌 최하층 바닥,외기 간접,공동주택,중부1,0.58
19870721,바닥난방인 최하층 바닥,외기 직접,공동주택 외,중부1,0.58
19870721,바닥난방이 아닌 최하층 바닥,외기 직접,공동주택 외,중부1,0.58
19870721,바닥난방인 최하층 바닥,외기 간접,공동주택 외,중부1,0.58
19870721,바닥난방이 아닌 최하층 바닥,외기 간접,공동주택 외,중부1,0.58
19870721,바닥난방인 층간바닥,외기 직접,공동주택,중부1,0.58
19870721,바닥난방인 층간바닥,외기 직접,공동주택 외,중부1,0.58
19870721,바닥난방인 층간바닥,외기 간접,공동주택,중부1,0.58
19870721,바닥난방인 층간바닥,외기 간접,공동주택 외,중부1,0.58
19870721,바닥난방이 아닌 층간바닥,외기 직접,공동주택,중부1,0.58
19870721,바닥난방이 아닌 층간바닥,외기 직접,공동주택 외,중부1,0.58
19870721,바닥난방이 아닌 층간바닥,외기 간접,공동주택,중부1,0.58
19870721,바닥난방이 아닌 층간바닥,외기 간접,공동주택 외,중부1,0.58
19870721,외벽,외기 직접,공동주택,중부2,0.58
19870721,외벽,외기 간접,공동주택,중부2,0.58
19870721,외벽,외기 직접,공동주택 외,중부2,0.58
19870721,외벽,외기 간접,공동주택 외,중부2,0.58
19870721,최상층 지붕,외기 직접,공동주택,중부2,0.41
19870721,최상층 지붕,외기 간접,공동주택,중부2,0.41
19870721,최상층 지붕,외기 직접,공동주택 외,중부2,0.41
19870721,최상층 지붕,외기 간접,공동주택 외,중부2,0.41
19870721,바닥난방인 최하층 바닥,외기 직접,공동주택,중부2,0.58
19870721,바닥난방이 아닌 최하층 바닥,외기 직접,공동주택,중부2,0.58
19870721,바닥난방인 최하층 바닥,외기 간접,공동주택,중부2,0.58
19870721,바닥난방이 아닌 최하층 바닥,외기 간접,공동주택,중부2,0.58
19870721,바닥난방인 최하층 바닥,외기 직접,공동주택 외,중부2,0.58
19870721,바닥난방이 아닌 최하층 바닥,외기 직접,공동주택 외,중부2,0.58
19870721,바닥난방인 최하층 바닥,외기 간접,공동주택 외,중부2,0.58
19870721,바닥난방이 아닌 최하층 바닥,외기 간접,공동주택 외,중부2,0.58
19870721,바닥난방인 층간바닥,외기 직접,공동주택,중부2,0.58
19870721,바닥난방인 층간바닥,외기 직접,공동주택 외,중부2,0.58
19870721,바닥난방인 층간바닥,외기 간접,공동주택,중부2,0.58
19870721,바닥난방인 층간바닥,외기 간접,공동주택 외,중부2,0.58
19870721,바닥난방이 아닌 층간바닥,외기 직접,공동주택,중부2,0.58
19870721,바닥난방이 아닌 층간바닥,외기 직접,공동주택 외,중부2,0.58
19870721,바닥난방이 아닌 층간바닥,외기 간접,공동주택,중부2,0.58
